0.001533333,25.71989,45.16696
0.01666667,25.74039,45.16946
0.05,25.9166,45.17184
0.08333334,26.35405,45.17276
0.1166666,27.09999,45.17515
0.1458333,28.01362,45.1824
0.175,29.21644,45.18968
0.2083334,30.92811,45.19254
0.2416666,33.01846,45.19678
0.275,35.49828,45.20268
0.3041667,37.98482,45.19972
0.3333333,40.75152,45.19942
0.3666667,44.07168,45.2063
0.4,47.49415,45.21207
0.4333334,50.97156,45.21696
0.4625,54.02756,45.21924
0.4916667,57.07051,45.2184
0.525,60.48686,45.21858
0.5583334,63.80543,45.2171
0.5916668,66.9953,45.21136
0.6208334,69.67392,45.21368
0.65,72.23584,45.2133
0.6833332,75.01728,45.21451
0.7166668,77.63429,45.2143
0.7458334,79.79372,45.2113
0.775,81.82201,45.21092
0.8083332,83.99325,45.20794
0.8416668,86.00849,45.21002
0.875,87.87058,45.20784
0.9041666,89.38861,45.20545
0.9333332,90.79514,45.20463
0.9666668,92.28109,45.20138
1,93.64314,45.20112
1.033333,94.88992,45.19816
1.0625,95.88809,45.20046
1.091666,96.80497,45.20081
1.125,97.76598,45.19774
1.158333,98.63068,45.1965
1.191666,99.41238,45.19436
1.220833,100.028,45.19644
1.25,100.5908,45.19488
1.283333,101.1663,45.19274
1.316666,101.6765,45.1892
1.35,102.1256,45.18844
1.379167,102.474,45.18766
1.408333,102.7793,45.19028
1.441666,103.0859,45.19199
1.475,103.3444,45.19283
1.504167,103.5365,45.19114
1.533333,103.6957,45.1892
1.566666,103.8446,45.19052
1.6,103.9584,45.18972
1.633334,104.0419,45.18838
1.6625,104.09,45.18922
1.691666,104.1159,45.18569
1.725,104.1209,45.18616
1.758334,104.1032,45.18826
1.791667,104.063,45.18304
1.820834,104.0102,45.17987
1.85,103.9431,45.1836
1.883334,103.8487,45.18085
1.916667,103.7384,45.18528
1.95,103.6126,45.18537
1.979166,103.4914,45.18566
2.008333,103.3586,45.18378
2.041667,103.1948,45.18356
2.075,103.0188,45.1832
2.108334,102.8338,45.18208
2.1375,102.6614,45.18384
2.166667,102.4849,45.18485
2.2,102.2742,45.1841
2.233334,102.0552,45.18128
2.2625,101.8564,45.17864
2.291667,101.6531,45.18
2.325,101.4148,45.1809
2.358334,101.1723,45.17796
2.391666,100.9229,45.1769
2.420833,100.7018,45.1769
2.45,100.4766,45.1799
2.483334,100.2159,45.1786
2.516666,99.95386,45.1782
2.55,99.68424,45.17981
2.579166,99.44751,45.18318
2.608334,99.20851,45.18072
2.641666,98.93342,45.18109
2.675,98.65363,45.17706
2.708334,98.37311,45.17725
2.7375,98.12719,45.17761
2.766666,97.87641,45.17748
2.8,97.59162,45.1808
2.833334,97.30578,45.17759
2.866666,97.01566,45.17688
2.895833,96.76686,45.17813
2.925,96.51524,45.18063
2.958334,96.22272,45.17828
2.991666,95.93286,45.17466
3.020833,95.67949,45.17944
3.05,95.42437,45.18017
3.083334,95.13476,45.18084
3.116666,94.84226,45.17787
3.15,94.55099,45.17472
3.179166,94.29843,45.17656
3.208334,94.04247,45.17746
3.241666,93.7492,45.17442
3.275,93.45895,45.17619
3.308334,93.17032,45.17586
3.3375,92.91486,45.17555
3.366666,92.66356,45.17622
3.4,92.37544,45.1742
3.433334,92.08832,45.17158
3.466667,91.80128,45.17166
3.495834,91.55201,45.17582
3.525,91.30313,45.17626
3.558334,91.0171,45.17466
3.591667,90.73462,45.16969
3.625,90.45544,45.17012
3.654167,90.21576,45.1745
3.683334,89.97832,45.17393
3.716667,89.71178,45.1784
3.75,89.45878,45.17596
3.779167,89.2425,45.17519
3.808334,89.03543,45.17436
3.841667,88.80801,45.17512
3.875,88.59342,45.1727
3.908333,88.39071,45.17318
3.9375,88.22312,45.17071
3.966667,88.06934,45.17063
4,87.90187,45.17116
4.033333,87.74992,45.1734
4.066666,87.61158,45.17377
4.095833,87.50353,45.17092
4.125,87.40516,45.17294
4.158333,87.30301,45.17281
4.191666,87.21562,45.17542
4.225,87.1409,45.17512
4.254166,87.08222,45.17553
4.283333,87.03634,45.17685
4.316666,86.9928,45.17602
4.35,86.95895,45.17343
4.383333,86.93181,45.17328
4.4125,86.91361,45.17152
4.441666,86.90566,45.17316
4.475,86.90034,45.17387
4.508333,86.90265,45.1733
4.5375,86.90841,45.17231
4.566666,86.91792,45.17426
4.6,86.93074,45.17396
4.633333,86.95068,45.1751
4.666666,86.97043,45.1773
4.695833,86.99319,45.17502
4.725,87.01406,45.17438
4.758333,87.04394,45.17597
4.791666,87.07286,45.1775
4.825,87.1045,45.17588
4.854166,87.13372,45.17839
4.883333,87.15962,45.18218
4.916666,87.19072,45.17754
4.95,87.22508,45.17526
4.983334,87.25788,45.17868
5.0125,87.28671,45.17547
5.041666,87.31438,45.17236
5.075,87.34774,45.17239
5.108334,87.38094,45.17446
5.141667,87.41038,45.1744
5.170833,87.43772,45.1747
5.2,87.46526,45.17654
5.233334,87.49613,45.17716
5.266668,87.52631,45.1765
5.295832,87.55408,45.1783
5.325,87.57879,45.17704
5.358334,87.60681,45.17563
5.391668,87.63507,45.17835
5.425,87.66113,45.1763
5.454166,87.68338,45.17752
5.483334,87.70895,45.17723
5.516668,87.73616,45.17748
5.55,87.76172,45.17854
5.583332,87.78306,45.1792
5.6125,87.80249,45.18216
5.641668,87.82469,45.18158
5.675,87.85088,45.17761
5.708332,87.87589,45.17724
5.741668,87.90119,45.18051
5.770832,87.92418,45.17926
5.8,87.94687,45.17846
5.833332,87.97187,45.17929
5.866668,87.99718,45.17957
5.9,88.02019,45.18036
5.929168,88.04048,45.17816
5.958332,88.06188,45.18024
5.991668,88.08459,45.1814
6.025,88.10796,45.17856
6.054168,88.12711,45.17945
6.083332,88.14824,45.17476
6.116668,88.17074,45.17697
6.15,88.19192,45.17706
6.183334,88.2133,45.17572
6.2125,88.23212,45.17705
6.241668,88.24681,45.18054
6.275,88.2722,45.17806
6.308334,88.29326,45.17585
6.341668,88.31485,45.17886
6.370834,88.33195,45.17992
6.4,88.35126,45.18112
6.433334,88.37024,45.18143
6.466666,88.38996,45.18154
6.5,88.40652,45.17856
6.529166,88.41912,45.18369
6.558334,88.4377,45.18399
6.591666,88.45601,45.18075
6.625,88.4718,45.1785
6.658334,88.48918,45.17748
6.6875,88.504,45.17898
6.716666,88.51694,45.18072
6.75,88.53124,45.1781
6.783334,88.54658,45.17856
6.8125,88.55785,45.18044
6.841666,88.57218,45.18217
6.875,88.5885,45.18042
6.908334,88.6039,45.17819
6.941666,88.61736,45.17683
6.970834,88.62726,45.17822
7,88.63718,45.18023
7.033334,88.65088,45.1805
7.066666,88.66369,45.17842
7.1,88.67632,45.18056
7.129166,88.68781,45.18056
7.158334,88.69731,45.17908
7.191666,88.70844,45.18074
7.225,88.71672,45.1827
7.258334,88.72728,45.1796
7.2875,88.73236,45.18067
7.316666,88.74316,45.18161
7.35,88.7541,45.18035
7.383334,88.76329,45.17672
7.416666,88.77265,45.17631
7.445832,88.77887,45.17797
7.475,88.78619,45.1801
7.508334,88.7932,45.18358
7.541666,88.80011,45.18036
7.570832,88.80251,45.17996
7.6,88.81101,45.18112
7.633334,88.82178,45.18322
7.666666,88.82843,45.18166
7.7,88.83566,45.1794
7.729166,88.83751,45.18258
7.758334,88.84662,45.18241
7.791666,88.85345,45.1803
7.825,88.8635,45.17874
7.858334,88.87062,45.17822
7.8875,88.87441,45.17581
7.916666,88.88147,45.17654
7.95,88.88703,45.17538
7.983334,88.8942,45.17719
8.016666,88.90061,45.17768
8.045834,88.90462,45.17459
8.075,88.90682,45.17675
8.108334,88.91109,45.17722
8.141666,88.91772,45.17726
8.175,88.92255,45.1767
8.204166,88.92728,45.17642
8.233334,88.9308,45.17888
8.266666,88.9339,45.17806
8.3,88.93541,45.17844
8.329166,88.94311,45.17852
8.358334,88.94555,45.1802
8.391666,88.94986,45.18114
8.425,88.9525,45.18136
8.458332,88.95668,45.18017
8.4875,88.95766,45.17747
8.516666,88.96024,45.17873
8.55,88.96069,45.17779
8.583332,88.96528,45.17888
8.616668,88.96668,45.18013
8.645832,88.96491,45.18056
8.675,88.97031,45.18052
8.708332,88.97088,45.18056
8.741668,88.97106,45.18259
8.775,88.97632,45.18164
8.804168,88.97959,45.18171
8.833332,88.98085,45.18128
8.866668,88.98126,45.18258
8.9,88.9843,45.18174
8.933334,88.98458,45.1812
8.9625,88.98625,45.17961
8.991668,88.98839,45.17824
9.025,88.98784,45.17886
9.058334,88.99098,45.17646
9.0875,88.99175,45.17676
9.116668,88.99351,45.1778
9.15,88.99272,45.1762
9.183334,88.99376,45.1759
9.216668,88.99457,45.17939
9.245834,88.99351,45.17815
9.275,88.99484,45.18002
