0.000666667,76.27218,5.16353
0.01666667,77.13696,5.165074
0.05,78.52206,5.16618
0.08333334,79.93994,5.16513
0.1166666,81.31371,5.16435
0.1458333,82.4546,5.164222
0.175,83.54629,5.16359
0.2083334,84.7341,5.15991
0.2416666,85.86041,5.159264
0.275,86.92535,5.160972
0.3041667,87.79751,5.158074
0.3333333,88.59968,5.158646
0.3666667,89.45507,5.156425
0.4,90.24439,5.156682
0.4333334,90.97131,5.15543
0.4625,91.55614,5.154133
0.4916667,92.10261,5.153034
0.525,92.69062,5.152478
0.5583334,93.23091,5.1527
0.5875,93.65891,5.153039
0.6166668,94.04114,5.153811
0.65,94.44012,5.151772
0.6833332,94.79606,5.149363
0.7166668,95.10941,5.149744
0.7458334,95.35458,5.150508
0.775,95.57069,5.150288
0.8083332,95.78447,5.14943
0.8416668,95.96484,5.149842
0.875,96.11454,5.14855
0.9041666,96.22109,5.149278
0.9333332,96.30774,5.150381
0.9666668,96.38605,5.147585
1,96.44219,5.148408
1.033333,96.47632,5.149818
1.0625,96.48745,5.150497
1.091666,96.48559,5.150315
1.125,96.46722,5.14812
1.158333,96.43342,5.14704
1.1875,96.39012,5.144803
1.216666,96.33481,5.142309
1.25,96.25879,5.145248
1.283333,96.16796,5.145268
1.316666,96.05985,5.144879
1.345833,95.95636,5.143947
1.375,95.8477,5.144764
1.408333,95.7172,5.143022
1.441666,95.58132,5.143791
1.475,95.4372,5.146616
1.504167,95.30741,5.14706
1.533333,95.17493,5.145476
1.566666,95.01602,5.145704
1.6,94.84942,5.147008
1.633334,94.67706,5.148646
1.6625,94.52325,5.147352
1.691666,94.3658,5.145777
1.725,94.17874,5.146972
1.758334,93.99041,5.143667
1.7875,93.82818,5.144098
1.816666,93.66225,5.143322
1.85,93.4684,5.142974
1.883334,93.26913,5.144232
1.916667,93.06955,5.14268
1.945834,92.89153,5.144231
1.975,92.71249,5.144419
2.008333,92.50478,5.142514
2.041667,92.29376,5.143657
2.075,92.08015,5.144284
2.104166,91.89272,5.143868
2.133333,91.70458,5.142522
2.166667,91.48869,5.141839
2.2,91.2716,5.144003
2.233334,91.0536,5.145214
2.2625,90.86249,5.144988
2.291667,90.66924,5.14486
2.325,90.44811,5.144111
2.358334,90.228,5.14501
2.3875,90.03697,5.142713
2.416667,89.84599,5.141928
2.45,89.63174,5.14257
2.483334,89.42626,5.141389
2.516666,89.22338,5.140144
2.545833,89.04889,5.139328
2.575,88.88055,5.142876
2.608334,88.69465,5.145454
2.641666,88.52349,5.144902
2.675,88.36394,5.145124
2.704166,88.23484,5.144344
2.733334,88.11482,5.144295
2.766666,87.9891,5.145576
2.8,87.87606,5.145603
2.833334,87.77466,5.143938
2.8625,87.69434,5.142274
2.891666,87.62624,5.14386
2.925,87.55504,5.143092
2.958334,87.49422,5.144131
2.9875,87.44946,5.143189
3.016666,87.41137,5.142391
